,Id,Status Category,Probability of conversion,Use Case,Created Date
42749,Mugld0Vz,Qualified,0.5,Educational Seminars,2019-08-15
42750,7jhhj7lw,Waiting,0.4,Corporate Events,2019-08-15
42751,TasF9Ho2,Discarded,0.1,Indefinite,2019-08-15
42752,mxPEozTt,Waiting,0.4,Indefinite,2019-08-15
42753,azbOVmIT,Waiting,0.4,Indefinite,2019-08-15
42754,kIE1CxpH,Qualified,0.5,Sports Events,2019-08-15
42755,MrCwABKf,Waiting,0.4,Indefinite,2019-08-15
42756,M30bl23p,Waiting,0.4,Indefinite,2019-08-15
42757,Cp0GD5vS,Waiting,0.4,Indefinite,2019-08-15
42758,prxYJh4O,Waiting,0.4,Educational Seminars,2019-08-15
42759,pkfj0vuh,Waiting,0.4,Educational Seminars,2019-08-15
42760,r819wek4,Discarded,0.1,Indefinite,2019-08-15
42761,i8wyef1q,Qualified,0.5,Educational Seminars,2019-08-15
42762,1htal93s,Waiting,0.4,Corporate Events,2019-08-15
42763,Y7K3L7g3,Discarded,0.1,Corporate Events,2019-08-15
42764,lxycud61,Waiting,0.4,Corporate Events,2019-08-15
42765,OKdCeItB,Waiting,0.4,Indefinite,2019-08-15
42766,Qge1UrKb,Waiting,0.4,Indefinite,2019-08-15
42767,rUKftuTc,Qualified,0.5,Corporate Events,2019-08-15
42768,iQSfpiQN,Waiting,0.4,Indefinite,2019-08-15
42769,ikm112jh,Waiting,0.4,Corporate Events,2019-08-15
42770,dus21zxj,Discarded,0.1,Corporate Events,2019-08-15
42771,6gKj8fbq,Qualified,0.5,Educational Seminars,2019-08-15
42772,5u2BcKs3,Qualified,0.5,Sports Events,2019-08-15
42773,mv58Gl3d,Process,0.3,Sports Events,2019-08-15
42774,ftE5liAy,Discarded,0.1,Indefinite,2019-08-15
42775,zbzkpcl2,Qualified,0.5,Corporate Events,2019-08-15
42776,DkjF4ZQb,Waiting,0.4,Indefinite,2019-08-15
42777,7Bw0tOwm,Discarded,0.1,Indefinite,2019-08-15
42778,oxirutpd,Waiting,0.4,Indefinite,2019-08-15
42779,Y8GsfwHJ,Qualified,0.5,Corporate Events,2019-08-15
42780,f8n68o6q,Waiting,0.4,Indefinite,2019-08-15
42781,AcgDtOMi,Process,0.3,Indefinite,2019-08-15
42782,xda13vpw,Discarded,0.1,Corporate Events,2019-08-15
42783,NP0nITqY,Discarded,0.1,Sports Events,2019-08-15
42784,jos64dki,Waiting,0.4,Corporate Events,2019-08-15
42785,wi03kukd,Waiting,0.4,Indefinite,2019-08-15
42786,pihwpmoy,Waiting,0.4,Corporate Events,2019-08-15
42787,865pv66v,Waiting,0.4,Corporate Events,2019-08-15
42788,hCIUxg0G,Discarded,0.1,Indefinite,2019-08-15
42789,vtf58m9s,Discarded,0.1,Indefinite,2019-08-15
42790,8m0al8jv,Waiting,0.4,Indefinite,2019-08-15
42791,gd3kjeki,Discarded,0.1,Corporate Events,2019-08-15
42792,C6x4Cfeq,Waiting,0.4,Indefinite,2019-08-15
42793,evg3gsgg,Waiting,0.4,Indefinite,2019-08-16
42794,cubfa7wa,Waiting,0.4,Corporate Events,2019-08-16
42795,QYHFZDho,Waiting,0.4,Indefinite,2019-08-16
42796,724jiHzU,Waiting,0.4,Indefinite,2019-08-16
42797,rmbmi594,Waiting,0.4,Indefinite,2019-08-16
42798,jJbh8Yuo,Waiting,0.4,Indefinite,2019-08-16
42799,zN5BZwxD,Qualified,0.5,Corporate Events,2019-08-16
42800,51sngtft,Waiting,0.4,Corporate Events,2019-08-16
42801,mj99lobs,Waiting,0.4,Indefinite,2019-08-16
42802,hbWLJeiP,Waiting,0.4,Indefinite,2019-08-16
42803,Yj19KYte,Waiting,0.4,Indefinite,2019-08-16
42804,oJYzxd2d,Waiting,0.4,Indefinite,2019-08-16
42805,HxLkFSe1,Waiting,0.4,Indefinite,2019-08-16
42806,l40NdXhM,Waiting,0.4,Indefinite,2019-08-16
42807,3EvOk58e,Discarded,0.1,Indefinite,2019-08-16
42808,nGy4Rjo6,Waiting,0.4,Educational Seminars,2019-08-16
42809,vy4tpjpl,Process,0.3,Corporate Events,2019-08-16
42810,wsIc2V1O,Discarded,0.1,Sports Events,2019-08-16
42811,x5p8bptd,Waiting,0.4,Indefinite,2019-08-16
42812,HGwVC1TL,Discarded,0.1,Indefinite,2019-08-16
42813,jjiuqg78,Waiting,0.4,Corporate Events,2019-08-16
42814,1kwi3xzm,Discarded,0.1,Indefinite,2019-08-16
42815,kQpifGiN,Qualified,0.5,Corporate Events,2019-08-16
42816,jN1IF1mA,Waiting,0.4,Indefinite,2019-08-16
42817,H6RUbCkA,Waiting,0.4,Indefinite,2019-08-16
42818,zy9JSN24,Engaged,0.45,Indefinite,2019-08-16
42819,lesb2piv,Waiting,0.4,Corporate Events,2019-08-16
42820,nvi4ztg5,Discarded,0.1,Corporate Events,2019-08-16
42821,ua8hi6iv,Waiting,0.4,Indefinite,2019-08-16
42822,9vtwbb4y,Waiting,0.4,Corporate Events,2019-08-16
42823,nb2fk7f7,Waiting,0.4,Corporate Events,2019-08-16
42824,0cuvmxvk,Waiting,0.4,Corporate Events,2019-08-16
42825,6ozst33z,Waiting,0.4,Indefinite,2019-08-16
42826,dqMttocL,Discarded,0.1,Indefinite,2019-08-16
42827,zb43u7xr,Waiting,0.4,Indefinite,2019-08-16
42828,IQ0CXOyo,Waiting,0.4,Indefinite,2019-08-16
42829,azq6ps8d,Waiting,0.4,Corporate Events,2019-08-16
42830,OpYekrSs,Engaged,0.45,Indefinite,2019-08-16
42831,l50g0i01,Waiting,0.4,Corporate Events,2019-08-16
42832,VOWJsoB1,Process,0.3,Sports Events,2019-08-16
42833,mZKRNK4W,Waiting,0.4,Indefinite,2019-08-16
42834,js1v2ysp,Waiting,0.4,Corporate Events,2019-08-16
42835,YTEnuanB,Waiting,0.4,Indefinite,2019-08-16
42836,o4BD3biI,Qualified,0.5,Educational Seminars,2019-08-16
42837,9ahjsvh2,Waiting,0.4,Corporate Events,2019-08-16
42838,6c5RiTUX,Process,0.3,Sports Events,2019-08-16
42839,72LG2QY7,Engaged,0.45,Indefinite,2019-08-16
42840,ramp6533,Discarded,0.1,Indefinite,2019-08-16
42841,zxk23e60,Waiting,0.4,Corporate Events,2019-08-16
42842,2Q3b7hhp,Qualified,0.5,Educational Seminars,2019-08-16
42843,bhemzndk,Discarded,0.1,Corporate Events,2019-08-16
42844,6ecba2e3,Discarded,0.1,Corporate Events,2019-08-16
42845,in2eou21,Discarded,0.1,Corporate Events,2019-08-16
42846,v0kyf35q,Discarded,0.1,Indefinite,2019-08-16
42847,lrpbt5vj,Waiting,0.4,Corporate Events,2019-08-16
42848,va0l12fe,Discarded,0.1,Indefinite,2019-08-16
42849,0oxs8Kzg,Discarded,0.1,Indefinite,2019-08-16
42850,JYurelQ6,Waiting,0.4,Sports Events,2019-08-16
42851,kylqs8ih,Waiting,0.4,Educational Seminars,2019-08-17
42852,BnNscV5A,Waiting,0.4,Indefinite,2019-08-17
42853,f52vgcy3,Waiting,0.4,Indefinite,2019-08-17
42854,oyoulqpo,Waiting,0.4,Corporate Events,2019-08-17
42855,01j10hxg,Waiting,0.4,Indefinite,2019-08-17
42856,Q8wMSg8k,Waiting,0.4,Indefinite,2019-08-17
42857,3qk2w47r,Engaged,0.45,Educational Seminars,2019-08-17
42858,0oohvxfy,Discarded,0.1,Corporate Events,2019-08-17
42859,cMIpgO3w,Waiting,0.4,Indefinite,2019-08-17
42860,fik0axtp,Waiting,0.4,Corporate Events,2019-08-17
42861,57OIhxg1,Discarded,0.1,Indefinite,2019-08-17
42862,gq0ShKHD,Waiting,0.4,Educational Seminars,2019-08-17
42863,uaX9Wtct,Waiting,0.4,Indefinite,2019-08-17
42864,749ue2l4,Waiting,0.4,Corporate Events,2019-08-17
42865,xogXgCWM,Waiting,0.4,Indefinite,2019-08-17
42866,qPl8EBF5,Discarded,0.1,Indefinite,2019-08-17
42867,FHCJW3GY,Waiting,0.4,Indefinite,2019-08-17
42868,5tr9pg4e,Engaged,0.45,Corporate Events,2019-08-17
42869,tUOHcoWS,Discarded,0.1,Sports Events,2019-08-17
42870,PoAG1X7G,Discarded,0.1,Indefinite,2019-08-17
42871,mkQ69LyG,Waiting,0.4,Indefinite,2019-08-17
42872,xejus2bj,Discarded,0.1,Corporate Events,2019-08-17
42873,97qL9S6N,Waiting,0.4,Sports Events,2019-08-17
42874,2qibfb2r,Discarded,0.1,Indefinite,2019-08-17
42875,62kNNpfh,Qualified,0.5,Educational Seminars,2019-08-17
42876,rvea9ym4,Waiting,0.4,Corporate Events,2019-08-17
42877,CyeAVwdq,Qualified,0.5,Educational Seminars,2019-08-17
42878,2b8c7uo0,Waiting,0.4,Corporate Events,2019-08-17
42879,d0vjn73u,Discarded,0.1,Corporate Events,2019-08-17
42880,gsjbs5si,Waiting,0.4,Corporate Events,2019-08-17
42881,rk948xmw,Discarded,0.1,Corporate Events,2019-08-17
42882,tj5yt0yh,Engaged,0.45,Educational Seminars,2019-08-17
42883,0jrf9ijj,Discarded,0.1,Corporate Events,2019-08-17
42884,z7il6hsg,Discarded,0.1,Indefinite,2019-08-17
42885,v6ahm7te,Discarded,0.1,Corporate Events,2019-08-17
42886,qg9gxmr2,Engaged,0.45,Educational Seminars,2019-08-17
42887,llxG8vY9,Qualified,0.5,Corporate Events,2019-08-17
42888,w3iwj1bk,Discarded,0.1,Corporate Events,2019-08-17
42889,vEroHS6m,Discarded,0.1,Sports Events,2019-08-17
42890,wg9sbkpb,Waiting,0.4,Indefinite,2019-08-17
42891,1ofbz0gr,Discarded,0.1,Indefinite,2019-08-17
42892,1p6ipze0,Discarded,0.1,Corporate Events,2019-08-17
42893,bcf1ajop,Waiting,0.4,Indefinite,2019-08-17
42894,69yg0854,Waiting,0.4,Corporate Events,2019-08-17
42895,qi34ngzl,Discarded,0.1,Corporate Events,2019-08-17
42896,0tmpR2OC,Discarded,0.1,Sports Events,2019-08-17
42897,ZxToQ4h8,Qualified,0.5,Corporate Events,2019-08-17
42898,pjKMQMyG,Qualified,0.5,Corporate Events,2019-08-17
42899,dyghmi9z,Discarded,0.1,Indefinite,2019-08-17
42900,luxaWnSz,Process,0.3,Educational Seminars,2019-08-17
42901,ti9er315,Waiting,0.4,Indefinite,2019-08-17
42902,n1zo6osm,Waiting,0.4,Corporate Events,2019-08-17
42903,hf6ukdop,Discarded,0.1,Corporate Events,2019-08-17
42904,HzjaghsO,Waiting,0.4,Indefinite,2019-08-17
42905,3XFRVLnI,Discarded,0.1,Sports Events,2019-08-17
42906,ygzouppy,Discarded,0.1,Indefinite,2019-08-17
42907,K0fE6GZY,Waiting,0.4,Indefinite,2019-08-17
42908,d9qbz41v,Waiting,0.4,Indefinite,2019-08-17
42909,e8w6ytea,Waiting,0.4,Corporate Events,2019-08-17
42910,w6y3mwe9,Waiting,0.4,Corporate Events,2019-08-17
42911,mdx4r84w,Waiting,0.4,Corporate Events,2019-08-17
42912,optl9e0s,Discarded,0.1,Corporate Events,2019-08-17
42913,gfal85bv,Waiting,0.4,Corporate Events,2019-08-17
42914,ovGjCera,Discarded,0.1,Sports Events,2019-08-17
42915,6n0ygq6w,Discarded,0.1,Corporate Events,2019-08-17
42916,nchbm0lv,Waiting,0.4,Corporate Events,2019-08-17
42917,uys4sj4r,Discarded,0.1,Indefinite,2019-08-17
42918,y44hmb6t,Waiting,0.4,Indefinite,2019-08-17
42919,vf5e3ex5,Discarded,0.1,Corporate Events,2019-08-17
42920,h1jxgj9q,Waiting,0.4,Indefinite,2019-08-17
42921,Px8iT9ro,Qualified,0.5,Educational Seminars,2019-08-17
42922,elq2i6ob,Discarded,0.1,Corporate Events,2019-08-17
42923,7qLfmFWS,Discarded,0.1,Sports Events,2019-08-17
42924,l3ujfml9,Waiting,0.4,Corporate Events,2019-08-17
42925,xEUXLpCp,Waiting,0.4,Indefinite,2019-08-17
42926,y2an8km0,Discarded,0.1,Corporate Events,2019-08-17
42927,AbXCO6yf,Discarded,0.1,Sports Events,2019-08-17
42928,npOBf4pe,Discarded,0.1,Indefinite,2019-08-17
42929,gxa9aefy,Waiting,0.4,Corporate Events,2019-08-17
42930,zbiv5t9b,Waiting,0.4,Corporate Events,2019-08-17
42931,5m38tu0b,Waiting,0.4,Indefinite,2019-08-17
42932,js45ckyg,Discarded,0.1,Indefinite,2019-08-17
42933,5EvCYuUy,Waiting,0.4,Sports Events,2019-08-17
42934,iiwa3dac,Discarded,0.1,Indefinite,2019-08-17
42935,vrgiz379,Waiting,0.4,Corporate Events,2019-08-17
42936,ep714f27,Waiting,0.4,Corporate Events,2019-08-17
42937,kkskdz23,Waiting,0.4,Corporate Events,2019-08-17
42938,h6c1t5z9,Waiting,0.4,Corporate Events,2019-08-17
42939,sanrip3o,Engaged,0.45,Corporate Events,2019-08-17
42940,lzqrjmc6,Waiting,0.4,Corporate Events,2019-08-17
42941,cvb6saxr,Waiting,0.4,Corporate Events,2019-08-18
42942,bdSoUTdM,Waiting,0.4,Educational Seminars,2019-08-18
42943,s2qoqp00,Waiting,0.4,Corporate Events,2019-08-18
42944,4isabf38,Waiting,0.4,Corporate Events,2019-08-18
42945,6ew3mwqh,Waiting,0.4,Corporate Events,2019-08-18
42946,qkf3izxm,Discarded,0.1,Indefinite,2019-08-18
42947,jzf85y0d,Waiting,0.4,Corporate Events,2019-08-18
42948,fg5fkwfp,Waiting,0.4,Corporate Events,2019-08-18
42949,5cxq9d3f,Waiting,0.4,Indefinite,2019-08-18
42950,jf9v2qdk,Discarded,0.1,Corporate Events,2019-08-18
42951,z3rg858k,Waiting,0.4,Corporate Events,2019-08-18
42952,wTAMElJc,Qualified,0.5,Educational Seminars,2019-08-18
42953,UPsAQWBJ,Discarded,0.1,Sports Events,2019-08-18
42954,4odrunuo,Waiting,0.4,Corporate Events,2019-08-18
42955,05n9blnn,Discarded,0.1,Indefinite,2019-08-18
42956,UxTI7DJ0,Qualified,0.5,Corporate Events,2019-08-18
42957,Nl4nhjJE,Qualified,0.5,Corporate Events,2019-08-18
42958,suijpflt,Waiting,0.4,Corporate Events,2019-08-18
42959,mkry5uur,Waiting,0.4,Corporate Events,2019-08-18
42960,8jicoudy,Discarded,0.1,Corporate Events,2019-08-18
42961,3ij6OzT9,Qualified,0.5,Corporate Events,2019-08-18
42962,ZMIHqlXD,Waiting,0.4,Sports Events,2019-08-18
42963,09h9i2c5,Waiting,0.4,Corporate Events,2019-08-18
42964,u4a1f161,Qualified,0.5,Concerts and festivals,2019-08-18
42965,H30p6WmC,Qualified,0.5,Corporate Events,2019-08-18
42966,86iqxys1,Engaged,0.45,Corporate Events,2019-08-18
42967,4xm4dpse,Waiting,0.4,Corporate Events,2019-08-18
42968,rzzntgko,Waiting,0.4,Corporate Events,2019-08-18
42969,onsm694j,Qualified,0.5,Concerts and festivals,2019-08-18
42970,VJvX5yLu,Waiting,0.4,Sports Events,2019-08-18
42971,urwdus54,Discarded,0.1,Corporate Events,2019-08-18
42972,ckcHDUQg,Qualified,0.5,Corporate Events,2019-08-18
42973,pnvncwq0,Discarded,0.1,Corporate Events,2019-08-18
42974,o57by7xg,Discarded,0.1,Corporate Events,2019-08-18
42975,5vkrgd7j,Waiting,0.4,Indefinite,2019-08-18
42976,Tkncc6TQ,Waiting,0.4,Corporate Events,2019-08-18
42977,yiz6rx83,Waiting,0.4,Corporate Events,2019-08-18
42978,b2uhy0pe,Discarded,0.1,Corporate Events,2019-08-18
42979,xsgnfrhs,Waiting,0.4,Indefinite,2019-08-18
42980,aP11KMeq,Discarded,0.1,Sports Events,2019-08-18
42981,hxkj772u,Waiting,0.4,Corporate Events,2019-08-18
42982,1ykv51p3,Discarded,0.1,Indefinite,2019-08-18
42983,2zmhlay7,Waiting,0.4,Indefinite,2019-08-18
42984,9ui4rgv9,Engaged,0.45,Corporate Events,2019-08-18
42985,m3TRGexJ,Discarded,0.1,Corporate Events,2019-08-18
42986,f9wdqcxp,Discarded,0.1,Corporate Events,2019-08-18
42987,h1178s0i,Waiting,0.4,Corporate Events,2019-08-18
42988,b646cka4,Waiting,0.4,Corporate Events,2019-08-18
42989,fySVG5Wc,Qualified,0.5,Educational Seminars,2019-08-18
42990,5ub9a0yq,Discarded,0.1,Indefinite,2019-08-18
42991,grw4it2e,Discarded,0.1,Corporate Events,2019-08-18
42992,v4tertj0,Waiting,0.4,Indefinite,2019-08-18
42993,48d7woin,Waiting,0.4,Indefinite,2019-08-18
42994,wcKluBYf,Waiting,0.4,Corporate Events,2019-08-18
42995,1a9i5qb5,Waiting,0.4,Indefinite,2019-08-18
42996,5v7e8e1m,Waiting,0.4,Indefinite,2019-08-18
42997,joyc9rgi,Waiting,0.4,Indefinite,2019-08-18
42998,zmqwqlh9,Waiting,0.4,Indefinite,2019-08-18
42999,qa09defr,Process,0.3,Concerts and festivals,2019-08-18
43000,gmu2b16h,Qualified,0.5,Concerts and festivals,2019-08-18
43001,559gdjyq,Discarded,0.1,Corporate Events,2019-08-18
43002,4oml1aa2,Qualified,0.5,Concerts and festivals,2019-08-18
43003,8vr3cvxy,Waiting,0.4,Indefinite,2019-08-18
43004,7xuaytwp,Waiting,0.4,Indefinite,2019-08-18
43005,6xoikl0p,Waiting,0.4,Corporate Events,2019-08-18
43006,hbiivlq3,Discarded,0.1,Corporate Events,2019-08-18
43007,F9DiPRDc,Discarded,0.1,Sports Events,2019-08-18
43008,rATYNTTE,Waiting,0.4,Sports Events,2019-08-18
43009,kwd3xnsv,Waiting,0.4,Indefinite,2019-08-18
43010,uuoac6el,Waiting,0.4,Indefinite,2019-08-18
43011,lxl2515i,Discarded,0.1,Indefinite,2019-08-18
43012,29epdf17,Discarded,0.1,Indefinite,2019-08-18
43013,p16ovp1w,Waiting,0.4,Educational Seminars,2019-08-18
43014,3vkyp78v,Waiting,0.4,Corporate Events,2019-08-19
43015,chcrxa2y,Waiting,0.4,Corporate Events,2019-08-19
43016,2qh0e1nl,Waiting,0.4,Corporate Events,2019-08-19
43017,6130v0lt,Waiting,0.4,Corporate Events,2019-08-19
43018,bxpbuaup,Discarded,0.1,Corporate Events,2019-08-19
43019,iqAfQgDQ,Waiting,0.4,Indefinite,2019-08-19
43020,e96QvrmA,Waiting,0.4,Sports Events,2019-08-19
43021,ts8qre52,Waiting,0.4,Corporate Events,2019-08-19
43022,v2k9nevc,Waiting,0.4,Educational Seminars,2019-08-19
43023,9t9fg06s,Discarded,0.1,Indefinite,2019-08-19
43024,op6jofql,Engaged,0.45,Corporate Events,2019-08-19
43025,dqpzvvub,Waiting,0.4,Indefinite,2019-08-19
43026,ccly119a,Waiting,0.4,Corporate Events,2019-08-19
43027,Nk2cRXVP,Qualified,0.5,Educational Seminars,2019-08-19
43028,5ff9qq2j,Waiting,0.4,Indefinite,2019-08-19
43029,8Nb1k2HQ,Qualified,0.5,Sports Events,2019-08-19
43030,zpg5if28,Waiting,0.4,Corporate Events,2019-08-19
43031,iEwBakx4,Qualified,0.5,Corporate Events,2019-08-19
43032,ijclgc8v,Discarded,0.1,Indefinite,2019-08-19
43033,lLHjTDUp,Discarded,0.1,Sports Events,2019-08-19
43034,b3rp62mp,Discarded,0.1,Corporate Events,2019-08-19
43035,gvl9gazn,Waiting,0.4,Indefinite,2019-08-19
43036,4vkskhct,Waiting,0.4,Corporate Events,2019-08-19
43037,do1ddcyu,Discarded,0.1,Corporate Events,2019-08-19
43038,jhef55xx,Waiting,0.4,Corporate Events,2019-08-19
43039,nb5r8l67,Waiting,0.4,Indefinite,2019-08-19
43040,28qz64es,Discarded,0.1,Corporate Events,2019-08-19
43041,1vafJkne,Qualified,0.5,Corporate Events,2019-08-19
43042,GKT951xi,Waiting,0.4,Sports Events,2019-08-19
43043,r5kdnoxh,Discarded,0.1,Indefinite,2019-08-19
43044,lt4TkfqM,Discarded,0.1,Sports Events,2019-08-19
43045,z9uu25fo,Discarded,0.1,Indefinite,2019-08-19
43046,dn4u7r46,Discarded,0.1,Corporate Events,2019-08-19
43047,s7bxtsjh,Waiting,0.4,Indefinite,2019-08-19
43048,j1636rhA,Waiting,0.4,Educational Seminars,2019-08-19
43049,CQrBKvyP,Discarded,0.1,Indefinite,2019-08-19
43050,mgj8qqn3,Discarded,0.1,Indefinite,2019-08-19
43051,nin8t4h8,Waiting,0.4,Indefinite,2019-08-19
43052,upRqxlZH,Qualified,0.5,Corporate Events,2019-08-19
43053,xlbfehrK,Discarded,0.1,Sports Events,2019-08-19
43054,xVjDKFUm,Waiting,0.4,Sports Events,2019-08-19
43055,ncofVULI,Discarded,0.1,Sports Events,2019-08-19
43056,pg8z81Rx,Qualified,0.5,Educational Seminars,2019-08-19
43057,0DP59piP,Discarded,0.1,Sports Events,2019-08-19
43058,WGovYRxE,Discarded,0.1,Sports Events,2019-08-19
43059,eufrzhhq,Waiting,0.4,Corporate Events,2019-08-19
43060,jejv38if,Waiting,0.4,Corporate Events,2019-08-19
43061,vto2p7ef,Waiting,0.4,Corporate Events,2019-08-19
43062,n5dyb9f8,Waiting,0.4,Corporate Events,2019-08-19
43063,24vaoy11,Discarded,0.1,Indefinite,2019-08-19
43064,gizeo0ue,Waiting,0.4,Corporate Events,2019-08-19
43065,Y2W9XR0B,Discarded,0.1,Sports Events,2019-08-19
43066,wp8jgwry,Discarded,0.1,Indefinite,2019-08-19
43067,ew33gvw9,Discarded,0.1,Indefinite,2019-08-19
43068,m6xsug9p,Waiting,0.4,Corporate Events,2019-08-19
43069,mov50gsa,Discarded,0.1,Corporate Events,2019-08-19
43070,2cr98ft2,Waiting,0.4,Corporate Events,2019-08-19
43071,fj3ma08n,Waiting,0.4,Indefinite,2019-08-19
43072,zsqepnf9,Waiting,0.4,Indefinite,2019-08-19
43073,vynf6g53,Waiting,0.4,Corporate Events,2019-08-19
43074,BqcWb2kZ,Process,0.3,Sports Events,2019-08-19
43075,spqvo90r,Waiting,0.4,Corporate Events,2019-08-19
43076,6zvh9eep,Waiting,0.4,Corporate Events,2019-08-19
43077,4s8zsood,Waiting,0.4,Corporate Events,2019-08-19
43078,gD5DaW82,Qualified,0.5,Corporate Events,2019-08-19
43079,5IYG8vla,Waiting,0.4,Indefinite,2019-08-19
43080,3xpnwmud,Waiting,0.4,Corporate Events,2019-08-19
43081,oikpt0vq,Process,0.3,Corporate Events,2019-08-19
43082,0dNc7q9a,Waiting,0.4,Indefinite,2019-08-19
43083,7bz9abvh,Discarded,0.1,Corporate Events,2019-08-19
43084,mtIbawxb,Waiting,0.4,Sports Events,2019-08-19
43085,jm1w3j83,Waiting,0.4,Corporate Events,2019-08-19
43086,0839ttwT,Discarded,0.1,Sports Events,2019-08-19
43087,25600ns2,Discarded,0.1,Indefinite,2019-08-19
43088,pf6a5yy8,Waiting,0.4,Corporate Events,2019-08-19
43089,q2h0bydm,Waiting,0.4,Corporate Events,2019-08-19
43090,6zvcio8q,Engaged,0.45,Corporate Events,2019-08-19
43091,QfM8SAYZ,Discarded,0.1,Sports Events,2019-08-19
43092,c3H7zOdy,Waiting,0.4,Indefinite,2019-08-20
43093,RnSBKW0A,Process,0.3,Indefinite,2019-08-20
43094,byiob3gh,Process,0.3,Educational Seminars,2019-08-20
43095,51c6140s,Waiting,0.4,Corporate Events,2019-08-20
43096,f3Oo9RWZ,Qualified,0.5,Corporate Events,2019-08-20
43097,PqDLdngN,Waiting,0.4,Corporate Events,2019-08-20
43098,WgGbcXWG,Qualified,0.5,Corporate Events,2019-08-20
43099,b0gyr8wq,Discarded,0.1,Corporate Events,2019-08-20
43100,oPOKfOZu,Qualified,0.5,Educational Seminars,2019-08-20
43101,t4t83mqo,Waiting,0.4,Corporate Events,2019-08-20
43102,KWHn6tsL,Qualified,0.5,Corporate Events,2019-08-20
43103,d9eaq1fp,Waiting,0.4,Indefinite,2019-08-20
43104,qm6uftp8,Waiting,0.4,Indefinite,2019-08-20
43105,nkHpXAhM,Qualified,0.5,Corporate Events,2019-08-20
43106,ab3iz9se,Waiting,0.4,Indefinite,2019-08-20
43107,ddyuc5io,Waiting,0.4,Indefinite,2019-08-20
43108,cpWkeXFs,Discarded,0.1,Sports Events,2019-08-20
43109,c1lpxaav,Waiting,0.4,Corporate Events,2019-08-20
43110,9r7xlbv9,Waiting,0.4,Indefinite,2019-08-20
43111,0ws7Mxd2,Qualified,0.5,Corporate Events,2019-08-20
43112,t20y2946,Discarded,0.1,Corporate Events,2019-08-20
43113,hdk8h5wu,Waiting,0.4,Corporate Events,2019-08-20
43114,w9yswy8a,Waiting,0.4,Indefinite,2019-08-20
43115,grh15bj8,Process,0.3,Educational Seminars,2019-08-20
43116,kJ3r2MLf,Qualified,0.5,Corporate Events,2019-08-20
43117,nvwiynoq,Process,0.3,Corporate Events,2019-08-20
43118,2p7ziezb,Discarded,0.1,Corporate Events,2019-08-20
43119,5lx3wm5v,Discarded,0.1,Corporate Events,2019-08-20
43120,my5mlaob,Discarded,0.1,Corporate Events,2019-08-20
43121,sdfcbpib,Waiting,0.4,Indefinite,2019-08-20
43122,lmyezvmz,Waiting,0.4,Indefinite,2019-08-20
43123,852whme8,Process,0.3,Corporate Events,2019-08-20
43124,Ld8ApeQp,Waiting,0.4,Sports Events,2019-08-20
43125,o45ujfs0,Discarded,0.1,Corporate Events,2019-08-20
43126,j2lh60mq,Waiting,0.4,Educational Seminars,2019-08-20
43127,3AOETStx,Qualified,0.5,Corporate Events,2019-08-20
43128,UQ7tVHjA,Discarded,0.1,Sports Events,2019-08-20
43129,2B5pYsmO,Qualified,0.5,Sports Events,2019-08-20
43130,a039sfxa,Waiting,0.4,Corporate Events,2019-08-20
43131,oga77g9w,Waiting,0.4,Corporate Events,2019-08-20
43132,dfybesqa,Discarded,0.1,Corporate Events,2019-08-20
43133,zswwuus2,Discarded,0.1,Indefinite,2019-08-20
43134,4qebNxsV,Waiting,0.4,Sports Events,2019-08-20
43135,5dwj5fjc,Discarded,0.1,Corporate Events,2019-08-20
43136,5314y7c9,Waiting,0.4,Corporate Events,2019-08-20
43137,jpvsnywq,Waiting,0.4,Indefinite,2019-08-20
43138,s33i375o,Waiting,0.4,Indefinite,2019-08-20
43139,9cww6k1z,Waiting,0.4,Corporate Events,2019-08-20
43140,sbnkul0p,Waiting,0.4,Sports Events,2019-08-20
43141,ie63mfi3,Waiting,0.4,Indefinite,2019-08-20
43142,ntl1e2sn,Waiting,0.4,Indefinite,2019-08-20
43143,k7rxi29x,Waiting,0.4,Corporate Events,2019-08-20
43144,njwrojwf,Discarded,0.1,Corporate Events,2019-08-20
43145,dNhe85lh,Waiting,0.4,Indefinite,2019-08-20
43146,goyt8vv8,Discarded,0.1,Indefinite,2019-08-20
43147,ky3xpftq,Waiting,0.4,Corporate Events,2019-08-20
43148,jbss90om,Waiting,0.4,Corporate Events,2019-08-20
43149,u9w1mq5b,Waiting,0.4,Corporate Events,2019-08-20
43150,mbr2n7mk,Waiting,0.4,Corporate Events,2019-08-20
43151,yRnBLagP,Waiting,0.4,Indefinite,2019-08-20
43152,NNo9nPYY,Waiting,0.4,Indefinite,2019-08-20
43153,7ijmchy2,Waiting,0.4,Corporate Events,2019-08-20
43154,7zi06ut9,Waiting,0.4,Indefinite,2019-08-20
43155,alzdhotn,Discarded,0.1,Corporate Events,2019-08-21
43156,nu4sf6xh,Waiting,0.4,Indefinite,2019-08-21
43157,BXLyYT43,Qualified,0.5,Educational Seminars,2019-08-21
43158,t9h0ot8t,Discarded,0.1,Corporate Events,2019-08-21
